cid,CAS,organism,testtype,route,dose_mg_per_kg,effect,reference,cmpdname
7204,94-74-6,guinea pig,LD50,oral,700,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 31(2)(31), 1987",(4-Chloro-2-methylphenoxy)acetic acid
7207,94-81-5,rat,LD50,oral,680,,"World Review of Pest Control., 9(119), 1970",4-(4-Chloro-2-methylphenoxy)butanoic acid
7207,94-81-5,mouse,LD50,oral,800,,"Farm Chemicals Handbook., -(C303), 1991",4-(4-Chloro-2-methylphenoxy)butanoic acid
72476,22976-86-9,mouse,LD50,oral,9600,,"Farm Chemicals Handbook., -(C245), 1991",Polyoxin d
72476,22976-86-9,mouse,LD50,intravenous,100,,"CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 5(247), 1981",Polyoxin d
73281,111991-09-4,quail,LD50,oral,2250,,"Farm Chemicals Handbook., -(C219), 1991",Nicosulfuron
73282,82097-50-5,rat,LD50,oral,5050,,"Farm Chemicals Handbook., -(C18), 1991",Triasulfuron
73282,82097-50-5,quail,LD50,oral,2150,,"Pesticide Manual., 9(837), 1991",Triasulfuron
73670,74115-24-5,rat,LD50,oral,3200,,"Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981",Clofentezine
73670,74115-24-5,rat,LD50,skin,1332,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A543(1984)",Clofentezine
73670,74115-24-5,mouse,LD50,oral,3200,,"Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981",Clofentezine
73670,74115-24-5,quail,LD50,oral,750,,"Proceedings-British Crop Protection Conference-Pests and Diseases., -(67), 1981",Clofentezine
73671,76738-62-0,rat,LD50,oral,1300,,"Pesticide Manual., 9(664), 1991",Paclobutrazol
73671,76738-62-0,mouse,LD50,oral,490,,"Pesticide Manual., 9(644), 1991",Paclobutrazol
73671,76738-62-0,rabbit,LD50,oral,840,,"Pesticide Manual., 9(644), 1991",Paclobutrazol
73671,76738-62-0,guinea pig,LD50,oral,400,,"Pesticide Manual., 9(644), 1991",Paclobutrazol
73671,76738-62-0,duck,LD50,oral,7900,,"Pesticide Manual., 9(644), 1991",Paclobutrazol
73672,82558-50-7,rabbit,LD50,skin,200,,"Proceedings of the British Crop Protection Conference - Weeds., -(47), 1982",Isoxaben
7430,99-30-9,rat,LD50,oral,2400,BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA,"Office of Toxic Substances Report., OTS","2,6-Dichloro-4-nitroaniline"
7430,99-30-9,mouse,LD50,oral,1500,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline"
7430,99-30-9,mouse,LD50,intravenous,56,,"U.S. Army Armament Research & Development Command, Chemical Systems Laboratory, NIOSH Exchange Chemicals., NX#03022","2,6-Dichloro-4-nitroaniline"
7430,99-30-9,mouse,LD50,unreported,4490,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: EXCITEMENT; BEHAVIORAL: ATAXIA,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 54(11)(4), 1989","2,6-Dichloro-4-nitroaniline"
7430,99-30-9,guinea pig,LD50,oral,1450,,"Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(343), 1966","2,6-Dichloro-4-nitroaniline"
7430,99-30-9,mammal (species unspecified),LD50,unreported,1500,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(87), 1971","2,6-Dichloro-4-nitroaniline"
784,7722-84-1,rat,LD50,oral,1518,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY),"Toho Igakkai Zasshi.  Journal of Medical Society of Toho University., 23(531), 1976",Hydrogen Peroxide
784,7722-84-1,man,LDLo,oral,1429,BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGE IN STRUCTURE OR FUNCTION OF ESOPHAGUS; GASTROINTESTINAL: NAUSEA OR VOMITING,"Sudebno-Meditsinskaya Ekspertiza.  Forensic Medical Examination., 17(1)(53), 1974",Hydrogen Peroxide
784,7722-84-1,women,TDLo,oral,1200,GASTROINTESTINAL: GASTRITIS; GASTROINTESTINAL: NAUSEA OR VOMITING,"Annals of Emergency Medicine., 21(1391), 1992 [PMID:1416338]",Hydrogen Peroxide
784,7722-84-1,rabbit,LD50,oral,820,GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT,"Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999",Hydrogen Peroxide
784,7722-84-1,women,TDLo,oral,9460,"BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: CYANOSIS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","Annals of Emergency Medicine., 18(778), 1989 [PMID:2735599]",Hydrogen Peroxide
784,7722-84-1,child,LDLo,oral,8500,BRAIN AND COVERINGS: OTHER DEGENERATIVE CHANGES; PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BLOOD: HEMORRHAGE,"Critical Care Medicine., 20(543), 1992 [PMID:1559371]",Hydrogen Peroxide
784,7722-84-1,rat,LD50,oral,910,GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT,"Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999",Hydrogen Peroxide
784,7722-84-1,rat,LD50,oral,376,GASTROINTESTINAL: PERITONITIS; BLOOD: PIGMENTED OR NUCLEATED RED BLLOD CELLS; BLOOD: CHANGES IN LEUCOCYTE (WBC) COUNT,"Spravochnik po Toksikologii i Gigienicheskim Normativam, -(39), 1999",Hydrogen Peroxide
784,7722-84-1,rat,LD50,skin,4060,"LUNGS, THORAX, OR RESPIRATION: PULMONARY EMBOLI","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 21(10)(22), 1977",Hydrogen Peroxide
784,7722-84-1,rat,LD50,subcutaneous,620,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983",Hydrogen Peroxide
784,7722-84-1,mouse,LD50,intraperitoneal,880,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983",Hydrogen Peroxide
784,7722-84-1,mouse,LD50,subcutaneous,1072,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 48(6)(28), 1983",Hydrogen Peroxide
784,7722-84-1,rabbit,LDLo,skin,500,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"U.S. Army, Chemical Corps Medical Laboratories Research Reports., #75(1951)",Hydrogen Peroxide
8158,112-05-0,mouse,LD50,intravenous,224,BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD,"Acta Pharmacologica et Toxicologica., 18(141), 1961 [PMID:14482340]",Nonanoic acid
8268,115-32-2,rat,LD50,oral,575,,"World Review of Pest Control., 9(119), 1970",Dicofol
8268,115-32-2,rat,LD50,skin,100,,"World Review of Pest Control., 9(119), 1970",Dicofol
8268,115-32-2,rat,LD50,intraperitoneal,1150,,"Toxicology and Applied Pharmacology., 15(30), 1969 [PMID:5798730]",Dicofol
8268,115-32-2,mouse,LD50,oral,420,,"Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 19(9)(55), 1975",Dicofol
8268,115-32-2,rabbit,LD50,oral,1810,BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Toxicology and Applied Pharmacology., 1(119), 1959",Dicofol
8268,115-32-2,rabbit,LD50,skin,1870,,"Guide to the Chemicals Used in Crop Protection., 6(195), 1973",Dicofol
8268,115-32-2,guinea pig,LD50,oral,1810,,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Dicofol
8268,115-32-2,chicken,LD50,oral,4365,,"Veterinariya.  Veterinary Science., 60(10)(64), 1984",Dicofol
8268,115-32-2,mammal (species unspecified),LD50,unreported,433,,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 38(8)(101), 1973",Dicofol
8427,120-36-5,rat,LD50,oral,344,,"Acute Toxicity Data. Journal of the American College of Toxicology, Part B., 1(177), 1992",Dichlorprop
8427,120-36-5,rat,LD50,skin,1880,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY),"Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985",Dichlorprop
8427,120-36-5,mouse,LD50,oral,309,,"Roczniki Panstwowego Zakladu Higieny., 31(373), 1980 [PMID:7433826]",Dichlorprop
8427,120-36-5,mouse,LD50,skin,1400,,"Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(76), 1976",Dichlorprop
8427,120-36-5,mouse,LD50,subcutaneous,1400,,"Prehled Prumyslove Toxikologie; Organicke Latky, Marhold, J., Prague, Czechoslovakia, Avicenum, 1986, -(547), 1986",Dichlorprop
8427,120-36-5,guinea pig,LD50,oral,620,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); BEHAVIORAL: COMA,"Gigiena i Sanitariya.  For English translation, see HYSAAV., 50(9)(22), 1985",Dichlorprop
86102,107534-96-3,rat,LD50,oral,3352,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA; KIDNEY, URETER, AND BLADDER: URINE VOLUME INCREASED","National Technical Information Service., OTS0545183",Tebuconazole
86102,107534-96-3,rat,LD50,intraperitoneal,395,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA,"National Technical Information Service., OTS0545183",Tebuconazole
86102,107534-96-3,mouse,LD50,oral,1615,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: ATAXIA,"National Technical Information Service., OTS0545183",Tebuconazole
86102,107534-96-3,chicken,LD50,oral,4488,,"Pesticide Manual., 9(785), 1991",Tebuconazole
86102,107534-96-3,quail,LD50,oral,2912,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","National Technical Information Service., OTS0545273",Tebuconazole
86132,94361-06-5,rat,LD50,oral,1020,,"Pesticide Manual., 9(215), 1991",Cyproconazole
86132,94361-06-5,mouse,LD50,oral,352,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 22(263), 1997",Cyproconazole
86132,94361-06-5,quail,LD50,oral,150,,"Pesticide Manual., 9(215), 1991",Cyproconazole
86134,95617-09-7,rat,LD50,oral,2357,,"Pesticide Manual., 9(373), 1991",Fenoxaprop
86134,95617-09-7,mouse,LD50,oral,4670,,"Pesticide Manual., 9(373), 1991",Fenoxaprop
86134,95617-09-7,quail,LD50,oral,2510,,"Pesticide Manual., 9(373), 1991",Fenoxaprop
86173,119446-68-3,rat,LD50,oral,1453,,"Pesticide Manual., 9(277), 1991",Difenoconazole
86173,119446-68-3,rabbit,LD50,skin,2010,,"Pesticide Manual., 9(277), 1991",Difenoconazole
86173,119446-68-3,duck,LD50,oral,2150,,"Pesticide Manual., 9(277), 1991",Difenoconazole
8617,133-32-4,rat,LD,oral,500,,"National Academy of Sciences, National Research Council, Chemical-Biological Coordination Center, Review., 5(7), 1953",Indole-3-butyric acid
8617,133-32-4,mouse,LD50,oral,100,,"Agricultural Chemicals, Thomson, W.T., 4 vols., Fresno, CA, Thomson Publications, 1976/77 revision, 3(76), 1976/1977",Indole-3-butyric acid
8617,133-32-4,mouse,LD50,intraperitoneal,100,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A231(1983)",Indole-3-butyric acid
86287518,138261-41-3,rat,LD50,oral,410,,"Agrochemcicals Japan., (63)(15), 1993",Imidacloprid
86287518,138261-41-3,mouse,LD50,oral,98,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S209), 1994",Imidacloprid
86287518,138261-41-3,mouse,LD50,intraperitoneal,35,,"Pesticide Biochemistry and Physiology., 58(77), 1997",Imidacloprid
86356,120928-09-8,rat,LD50,oral,136,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: COMA; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0543600",Fenazaquin
86356,120928-09-8,mouse,LD50,oral,1789,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","National Technical Information Service., OTS0543587",Fenazaquin
86369,122836-35-5,rat,LD50,oral,2600,,"United States Patent Document., #5298502",Sulfentrazone
86369,122836-35-5,mouse,LD50,oral,700,,"United States Patent Document., #5298502",Sulfentrazone
86369,122836-35-5,mouse,LD,intraperitoneal,100,,"United States Patent Document., #5298502",Sulfentrazone
91655,54593-83-8,rat,LD50,oral,2,BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"National Technical Information Service., OTS0536238",Chlorethoxyfos
91655,54593-83-8,chicken,LD50,oral,14,BEHAVIORAL: TREMOR; BEHAVIORAL: ATAXIA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"National Technical Information Service., OTS0530328",Chlorethoxyfos
91699,68694-11-1,rat,LD50,oral,715,,"Pesticide Manual., 9(849), 1991",Triflumizole
91699,68694-11-1,rat,LD50,intraperitoneal,710,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991",Triflumizole
91699,68694-11-1,mouse,LD50,oral,510,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991",Triflumizole
91699,68694-11-1,mouse,LD50,intraperitoneal,530,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(301), 1991",Triflumizole
91699,68694-11-1,quail,LD50,oral,2467,,"Pesticide Manual., 9(849), 1991",Triflumizole
91699,68694-11-1,quail,LD50,unreported,2467,,"Japan Pesticide Information., (52)(27), 1988",Triflumizole
91727,76674-21-0,rat,LD50,oral,1140,,"Pesticide Manual., 9(427), 1991",Flutriafol
91727,76674-21-0,mouse,LD50,oral,179,,"Defense des Vegetaux., 38(77), 1984",Flutriafol
91727,76674-21-0,rabbit,LD50,oral,200,,"Defense des Vegetaux., 38(77), 1984",Flutriafol
91727,76674-21-0,guinea pig,LD50,oral,200,,"Defense des Vegetaux., 38(77), 1984",Flutriafol
91727,76674-21-0,mammal (species unspecified),LD50,oral,5670,,"Defense des Vegetaux., 44(262)(28), 1990",Flutriafol
91739,84087-01-4,rat,LD50,oral,2190,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(647), 1990",Quinclorac
91754,96489-71-3,mouse,LD50,oral,205,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S243), 1994",Pyridaben
91754,96489-71-3,rat,LD50,oral,570,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE WEAKNESS; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 19(S243), 1994",Pyridaben
91757,97886-45-8,quail,LD50,oral,2250,,"Pesticide Manual., 9(321), 1991",Dithiopyr
93315,57960-19-7,rat,LD50,intraperitoneal,1719,"PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0540509",Acequinocyl
93357,65731-84-2,rat,LD50,oral,79,,"Pesticide Manual., 9(210), 1991",alpha-Cypermethrin
93357,65731-84-2,rat,LD50,skin,500,,"Pesticide Manual., 9(210), 1991",alpha-Cypermethrin
93379,68157-60-8,mouse,LD50,oral,500,SENSE ORGANS AND SPECIAL SENSES: PTOSIS: EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: MUSCLE WEAKNESS,"National Technical Information Service., OTS0543084",Forchlorfenuron
9411,314-40-9,rat,LD50,oral,641,,"Fundamental and Applied Toxicology., 7(299), 1986",Bromacil
9411,314-40-9,rat,LD50,skin,2500,,"Fundamental and Applied Toxicology., 7(299), 1986",Bromacil
9411,314-40-9,mouse,LD50,oral,3040,,"Journal of Environmental Science and Health, Part B: Pesticides, Food Contaminants, and Agricultural Wastes., 15(867), 1980 [PMID:7002991]",Bromacil
9502,330-55-2,rat,LD50,oral,1146,,"Fundamental and Applied Toxicology., 7(299), 1986",Linuron
9502,330-55-2,rat,LD50,skin,2500,,"Fundamental and Applied Toxicology., 7(299), 1986",Linuron
9502,330-55-2,mouse,LD50,oral,1500,,"Yakkyoku.  Pharmacy., 36(387), 1985",Linuron
9502,330-55-2,dog,LD50,oral,500,,"Guide to the Chemicals Used in Crop Protection., 6(317), 1973",Linuron
9502,330-55-2,rabbit,LD50,oral,2250,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A248(1984)",Linuron
9502,330-55-2,chicken,LD50,oral,3765,,"Veterinariya.  Veterinary Science., 58(7)(63), 1982",Linuron
9576412,134098-61-6,rat,LD50,oral,245,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S261), 1992",Fenpyroximate
9576412,134098-61-6,mouse,LD50,oral,440,,"Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S261), 1992",Fenpyroximate
9864,420-04-2,rat,LD50,oral,125,,"Merck Index; an Encyclopedia of Chemicals, Drugs, and Biologicals, 11th ed., Rahway, NJ 07065, Merck & Co., Inc. 1989, 11(418), 1989",Cyanamide
9864,420-04-2,rat,LD50,skin,84,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982",Cyanamide
9864,420-04-2,rat,LDLo,intraperitoneal,200,SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; BEHAVIORAL: COMA; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS,"Proceedings of the Society for Experimental Biology and Medicine., 54(254), 1943",Cyanamide
9864,420-04-2,rat,LD50,intravenous,56,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982",Cyanamide
9864,420-04-2,rat,LD50,unreported,280,,"Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(190), 1969",Cyanamide
9864,420-04-2,mouse,LD50,oral,388,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982",Cyanamide
9864,420-04-2,mouse,LD50,intraperitoneal,200,,"National Technical Information Service., AD277-689",Cyanamide
9864,420-04-2,cat,LD50,oral,100,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982",Cyanamide
9864,420-04-2,rabbit,LD50,oral,150,,"Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(40), 1982",Cyanamide
9864,420-04-2,rabbit,LD50,skin,590,,"Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(190), 1969",Cyanamide
991,56-38-2,man,TDLo,oral,214,PERIPHERAL NERVE AND SENSATION: SPASTIC PARALYSIS WITH OR WITHOUT SENSORY CHANGE; BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY); BEHAVIORAL: COMA,"Journal of Neurology, Neurosurgery and Psychiatry., 56(1135), 1993 [PMID:8410019]",Parathion
991,56-38-2,human,LD50,oral,3,,"Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A311(1986)",Parathion
991,56-38-2,rat,LD50,oral,2,,"Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]",Parathion
991,56-38-2,rat,LD50,intraperitoneal,2,,"Advances in Pest Control Research., 4(117), 1961",Parathion
991,56-38-2,rat,LD50,subcutaneous,9,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965",Parathion
991,56-38-2,rat,LD50,intramuscular,6,,"Journal of Clinical Investigation., 37(350), 1958 [PMID:13513766]",Parathion
991,56-38-2,mouse,LD50,oral,5,,"Agricultural and Biological Chemistry., 30(181), 1966",Parathion
991,56-38-2,mouse,LD50,skin,19,,"Agricultural and Biological Chemistry., 26(257), 1962",Parathion
991,56-38-2,mouse,LD50,intraperitoneal,3,,"Journal of Agricultural and Food Chemistry., 11(91), 1963",Parathion
991,56-38-2,mouse,LD50,subcutaneous,10,,"Pharmazie., 37(729), 1982",Parathion
991,56-38-2,mouse,LD50,intravenous,13,,"Toxicology and Applied Pharmacology., 22(684), 1972 [PMID:5045772]",Parathion
991,56-38-2,dog,LD50,oral,3,,"Special Publication of the Entomological Society of America., 78-1(33), 1978",Parathion
991,56-38-2,dog,LD50,intraperitoneal,12,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Journal of Pharmacology and Experimental Therapeutics., 95(79), 1949",Parathion
991,56-38-2,dog,LD50,intravenous,12,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","JAMA, Journal of the American Medical Association., 144(104), 1950 [PMID:15436303]",Parathion
991,56-38-2,cat,LD50,intraperitoneal,3,"BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY DEPRESSION","Journal of Pharmacology and Experimental Therapeutics., 95(79), 1949",Parathion
991,56-38-2,cat,LD50,intravenous,3,"SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: RESPIRATORY STIMULATION","JAMA, Journal of the American Medical Association., 144(104), 1950 [PMID:15436303]",Parathion
991,56-38-2,rabbit,LD50,oral,10,,"Special Publication of the Entomological Society of America., 78-1(33), 1978",Parathion
991,56-38-2,rabbit,LD50,skin,15,,"Toxicological Information on Cyanamid Insecticides., 8/1966",Parathion
991,56-38-2,rabbit,LD50,subcutaneous,30,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965",Parathion
991,56-38-2,guinea pig,LD50,oral,8,,"Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]",Parathion
991,56-38-2,guinea pig,LD50,skin,45,,"Toxicological Information on Cyanamid Insecticides., 8/1966",Parathion
991,56-38-2,guinea pig,LD50,intraperitoneal,12,,"Arzneimittel-Forschung. Drug Research., 5(626), 1955 [PMID:13293054]",Parathion
991,56-38-2,guinea pig,LD50,subcutaneous,10,SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY),"Toksikologiya Novykh Promyshlennykh Khimicheskikh Veshchestv.  Toxicology of New Industrial Chemical Substances.  For English translation, see TNICS*., 7(122), 1965",Parathion
991,56-38-2,chicken,LD50,oral,10,,"Environmental Quality and Safety., 3(173), 1974",Parathion
991,56-38-2,duck,LD50,skin,28,,"Toxicology and Applied Pharmacology., 47(451), 1979 [PMID:442090]",Parathion
991,56-38-2,horse/donkey,LD50,oral,5,,"Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976",Parathion
991,56-38-2,domestic animals - goat/sheep,LDLo,oral,100,"BEHAVIORAL: EXCITEMENT; BEHAVIORAL: REGIDITY; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","U.S. Army, Chemical Corps Medical Laboratories Research Reports., #269(1954)",Parathion
991,56-38-2,domestic animals - goat/sheep,LDLo,intramuscular,20,SENSE ORGANS AND SPECIAL SENSES: MIOSIS (PUPILLARY CONSTRICTION): EYE; BEHAVIORAL: MUSCLE WEAKNESS; BEHAVIORAL: REGIDITY,"U.S. Army, Chemical Corps Medical Laboratories Research Reports., #269(1954)",Parathion
991,56-38-2,mammal (species unspecified),LD50,oral,49,BEHAVIORAL: TREMOR; BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA,"National Technical Information Service., PB288-416",Parathion
991,56-38-2,mammal (species unspecified),LD50,unreported,6,,"Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(323), 1971",Parathion
991,56-38-2,frog,LD50,parenteral,967,"PERIPHERAL NERVE AND SENSATION: FLACCID PARALYSIS WITHOUT ANESTHESIA (USUALLY NEUROMUSCULAR BLOCKAGE); BEHAVIORAL: ALTERED SLEEP TIME (INCLUDING CHANGE IN RIGHTING REFLEX); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Archives Internationales de Pharmacodynamie et de Therapie., 124(212), 1960 [PMID:13819287]",Parathion
991,56-38-2,man,TDLo,oral,2143,BEHAVIORAL: COMA; CARDIAC: PULSE RATE; VASCULAR: SHOCK,"Neurology., 31(603), 1981 [PMID:7194975]",Parathion
