"cid","organism","testtype","route","dose","effect","reference","cmpdname","...9"
"5353758","chicken","LD50","oral","28 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA; SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE","Toxicology and Applied Pharmacology., 40(1), 1977 [PMID:867425]","Methomyl",NA
"5353758","duck","LD50","oral","15 mg/kg","NULL","Shell Chemical Company.","Methomyl",NA
"5353758","bird - wild","LD50","oral","10 mg/kg","NULL","Toxicology and Applied Pharmacology., 21(315), 1972 [PMID:5027965]","Methomyl",NA
"5353758","rat","LD50","subcutaneous","9 mg/kg","NULL","Toxicology and Applied Pharmacology., 25(569), 1973 [PMID:4741778]","Methomyl",NA
"5364079","rat","LD50","oral","1100 mg/kg","NULL","Farm Chemicals Handbook., -(C90), 1991","Cymoxanil",NA
"5364079","rat","LD50","intraperitoneal","166 mg/kg","SENSE ORGANS AND SPECIAL SENSES: LACRIMATION: EYE; SENSE ORGANS AND SPECIAL SENSES: OTHER: EYE; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","National Technical Information Service., OTS0555067","Cymoxanil",NA
"5364079","dog","LDLo","oral","1500 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; GASTROINTESTINAL: HYPERMOTILITY, DIARRHEA","National Technical Information Service., OTS0570815","Cymoxanil",NA
"5364079","guinea pig","LD50","oral","1096 mg/kg","NULL","Pesticide Manual., 9(206), 1991","Cymoxanil",NA
"5371560","rat","LD50","oral","13 mg/kg","NULL","Agricultural Research Service, USDA Information Memorandum., 20(6), 1966","Dicrotophos",NA
"5371560","rat","LD50","skin","42 mg/kg","NULL","World Review of Pest Control., 9(119), 1970","Dicrotophos",NA
"5371560","rat","LD50","unreported","22 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(314), 1971","Dicrotophos",NA
"5371560","mouse","LD50","oral","11 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(196), 1973","Dicrotophos",NA
"5371560","rabbit","LD50","skin","168 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(196), 1973","Dicrotophos",NA
"5371560","pigeon","LD50","oral","2 mg/kg","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Dicrotophos",NA
"5371560","quail","LD50","oral","4 mg/kg","NULL","Toxicology and Applied Pharmacology., 20(57), 1971 [PMID:5110827]","Dicrotophos",NA
"5371560","bird - wild","LD50","oral","1 mg/kg","NULL","ASTM Special Technical Publication., (680)(157), 1979","Dicrotophos",NA
"5383","rat","LD50","oral","644 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA","Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]","Tebuthiuron",NA
"5383","rat","LD50","intraperitoneal","480 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992","Tebuthiuron",NA
"5383","rat","LD50","subcutaneous","500 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992","Tebuthiuron",NA
"5383","mouse","LD50","oral","579 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA","Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]","Tebuthiuron",NA
"5383","mouse","LD50","intraperitoneal","505 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992","Tebuthiuron",NA
"5383","mouse","LD50","subcutaneous","545 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 17(S35), 1992","Tebuthiuron",NA
"5383","dog","LD50","oral","500 mg/kg","NULL","Pesticide Manual., 9(787), 1991","Tebuthiuron",NA
"5383","cat","LD50","oral","200 mg/kg","NULL","Pesticide Manual., 9(787), 1991","Tebuthiuron",NA
"5383","rabbit","LD50","oral","286 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); BEHAVIORAL: ATAXIA","Food and Cosmetics Toxicology., 12(461), 1974 [PMID:4459242]","Tebuthiuron",NA
"5383","chicken","LD50","oral","500 mg/kg","NULL","Pesticide Manual., 9(787), 1991","Tebuthiuron",NA
"5383","quail","LD50","oral","500 mg/kg","NULL","Pesticide Manual., 9(787), 1991","Tebuthiuron",NA
"5383","duck","LD50","oral","500 mg/kg","NULL","Pesticide Manual., 9(787), 1991","Tebuthiuron",NA
"5430","rat","LD50","oral","2080 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: ATAXIA","Science Reports of the Research Institutes, Tohoku University, Series C: Medicine., 36(1-4)(10), 1989","Thiabendazole",NA
"5430","mouse","LD50","oral","1300 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 55(10)(28), 1990","Thiabendazole",NA
"5430","rabbit","LD50","oral","3850 mg/kg","NULL","Wirksubstanzen der Pflanzenschutz und Schadlingsbekampfungsmittel, Perkow, W., Berlin, Verlag Paul Parey, 1971-1976, -(-), 1971/1976","Thiabendazole",NA
"5430","domestic animals - goat/sheep","LD50","oral","400 mg/kg","NULL","Veterinarno-Meditsinski Nauki.  Veterinary Science., 19(3)(99), 1982","Thiabendazole",NA
"5455","rat","LD50","oral","560 mg/kg","NULL","Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]","Thiram",NA
"5455","rat","LD50","intraperitoneal","138 mg/kg","BEHAVIORAL: CHANGES IN MOTOR ACTIVITY (SPECIFIC ASSAY)","Journal de Pharmacologie., 9(35), 1978","Thiram",NA
"5455","rat","LD50","subcutaneous","646 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(507), 1990","Thiram",NA
"5455","rat","LD50","unreported","740 mg/kg","NULL","Kobunshi Kako.  Polymer Applications., 26(358), 1977","Thiram",NA
"5455","mouse","LD50","oral","1250 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Gigiena Truda i Professional'nye Zabolevaniya.  Labor Hygiene and Occupational Diseases., 6(7)(28), 1962","Thiram",NA
"5455","mouse","LD50","intraperitoneal","70 mg/kg","NULL","Drugs in Japan, 6(566), 1982","Thiram",NA
"5455","mouse","LD50","subcutaneous","1109 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 15(507), 1990","Thiram",NA
"5455","mouse","LD50","unreported","1150 mg/kg","NULL","Kobunshi Kako.  Polymer Applications., 26(358), 1977","Thiram",NA
"5455","cat","LDLo","oral","230 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: ATAXIA; BEHAVIORAL: ANALGESIA","Journal of Pharmacology and Experimental Therapeutics., 17(349), 1921","Thiram",NA
"5455","rabbit","LD50","oral","210 mg/kg","NULL","Kobunshi Kako.  Polymer Applications., 26(358), 1977","Thiram",NA
"5455","rabbit","LD50","unreported","210 mg/kg","NULL","Veterinariya.  Veterinary Science., 54(2)(70), 1978","Thiram",NA
"5455","chicken","LD50","unreported","840 mg/kg","NULL","Veterinariya.  Veterinary Science., 54(2)(70), 1978","Thiram",NA
"5455","domestic animals - goat/sheep","LD50","unreported","225 mg/kg","NULL","Veterinariya.  Veterinary Science., 54(2)(70), 1978","Thiram",NA
"5455","mammal (species unspecified)","LD50","unreported","400 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 45(5)(29), 1980","Thiram",NA
"5455","bird - wild","LD50","oral","300 mg/kg","NULL","Archives of Environmental Contamination and Toxicology., 12(355), 1983 [PMID:6882015]","Thiram",NA
"54675779","women","TDLo","oral","24 mg/kg/6D-I","BLOOD: THROMBOCYTOPENIA","American Journal of Hematology., 43(333), 1993 [PMID:8372829]","Oxytetracycline",NA
"54675779","man","TDLo","oral","114 mg/kg/4D","BLOOD: HEMORRHAGE; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","JAMA, Journal of the American Medical Association., 231(734), 1975 [PMID:1172865]","Oxytetracycline",NA
"54675779","infant","TDLo","parenteral","136 mg/kg","MUSCULOSKELETAL: CHANGES IN TEETH AND SUPPORTING STRUCTURES","Lancet., 1(827), 1962 [PMID:14004715]","Oxytetracycline",NA
"54675779","rat","LD50","oral","4800 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(501), 1978","Oxytetracycline",NA
"54675779","rat","LD50","intravenous","260 mg/kg","NULL","Antibiotics: Origin, Nature, and Properties, Korzyoski, T., et al., eds., Washington, DC, American Soc. for Microbiology, 1978, 1(501), 1978","Oxytetracycline",NA
"54675779","mouse","LD50","oral","2240 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(1), 1955 [PMID:14351064]","Oxytetracycline",NA
"54675779","mouse","LD50","intraperitoneal","5706 mg/kg","NULL","Antibiotiki., 20(793), 1975","Oxytetracycline",NA
"54675779","mouse","LD50","subcutaneous","700 mg/kg","NULL","CRC Handbook of Antibiotic Compounds, Vols.1- ,  Berdy, J., Boca Raton, FL, CRC Press, 1980, 3(44), 1980","Oxytetracycline",NA
"54675779","mouse","LD50","intravenous","140 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 5(1), 1955 [PMID:14351064]","Oxytetracycline",NA
"54675779","dog","LDLo","intravenous","220 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: FOOD INTAKE (ANIMAL); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Antibiotics and Chemotherapy, 3(1015), 1953","Oxytetracycline",NA
"54675779","guinea pig","LDLo","intraperitoneal","2250 mg/kg","NULL","Antibiotiki., 20(793), 1975","Oxytetracycline",NA
"54738","quail","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(487), 1991","Imazapyr",NA
"54738","duck","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(487), 1991","Imazapyr",NA
"54739","rat","LD50","oral","4073 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(245), 1999","Imazaquin",NA
"54739","mouse","LD50","oral","1752 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 24(245), 1999","Imazaquin",NA
"54739","quail","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(488), 1991","Imazaquin",NA
"54739","duck","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(488), 1991","Imazaquin",NA
"54740","quail","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(489), 1991","Imazethapyr",NA
"54740","duck","LD50","oral","2150 mg/kg","NULL","Pesticide Manual., 9(489), 1991","Imazethapyr",NA
"54778","rat","LD50","oral","1369 mg/kg","NULL","Pesticide Manual., 9(178), 1991","Clomazone",NA
"54778","quail","LD50","oral","2510 mg/kg","NULL","Pesticide Manual., 9(178), 1991","Clomazone",NA
"54778","duck","LD50","oral","2510 mg/kg","NULL","Pesticide Manual., 9(178), 1991","Clomazone",NA
"5543","rat","LD50","unreported","1471 mg/kg","NULL","Environmental Quality and Safety, Supplement., 3(618), 1975 [PMID:1063688]","Triallate",NA
"5543","mouse","LD50","oral","930 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: EXCITEMENT; BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY)","Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(7)(37), 1968","Triallate",NA
"5543","mouse","LD50","unreported","832 mg/kg","NULL","Tsitologiya i Genetika.  Cytology and Genetics.  For English translation, see CYGEDX., 16(1)(45), 1982","Triallate",NA
"5543","rabbit","LD50","skin","2225 mg/kg","NULL","Pesticide Index, Frear, E.H., ed., State College, PA, College Science Pub., 1969, 5(226), 1976","Triallate",NA
"5543","quail","LD50","oral","2251 mg/kg","NULL","Pesticide Manual., 9(835), 1991","Triallate",NA
"5543","rat","LD50","oral","800 mg/kg","NULL","Agrochemicals Handbook, with updates, Hartley, D., and H. Kidd, eds., Nottingham, Royal Soc of Chemistry, 1983-86, A403(1984)","Triallate",NA
"5543","rat","LDLo","skin","3500 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 33(7)(37), 1968","Triallate",NA
"5569","rat","LD50","oral","1930 mg/kg","SENSE ORGANS AND SPECIAL SENSES: MYDRIASIS (PUPILLARY DILATION): EYE; BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Food and Chemical Toxicology., 30(1031), 1992 [PMID:1473797]","Trifluralin",NA
"5569","mouse","LD50","oral","3197 mg/kg","NULL","Nippon Noyaku Gakkaishi.  Journal of the Pesticide Science Society of Japan., 16(557), 1991","Trifluralin",NA
"5569","mouse","LD50","intraperitoneal","4600 mg/kg","NULL","Bulletin of Environmental Contamination and Toxicology., 20(554), 1978 [PMID:719203]","Trifluralin",NA
"5569","mammal (species unspecified)","LD50","oral","3700 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(1188), 1966","Trifluralin",NA
"5794","rat","LD50","oral","6150 mg/kg","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Piperonyl butoxide",NA
"5794","rat","LD50","skin","7950 mg/kg","NULL","Toxicology and Applied Pharmacology., 14(515), 1969 [PMID:5787520]","Piperonyl butoxide",NA
"5794","mouse","LD50","oral","2600 mg/kg","BEHAVIORAL: SOMNOLENCE (GENERAL DEPRESSED ACTIVITY); BEHAVIORAL: TREMOR; SKIN AND APPENDAGES (SKIN): HAIR: OTHER","Shokuhin Eiseigaku Zasshi.  Food Hygiene Journal., 24(268), 1983","Piperonyl butoxide",NA
"5794","rabbit","LD50","oral","2650 mg/kg","NULL","Yakkyoku.  Pharmacy., 32(605), 1981","Piperonyl butoxide",NA
"5794","rabbit","LD50","skin","200 mg/kg","NULL","Pesticide Chemicals Official Compendium, Association of the American Pesticide Control Officials, Inc., 1966., -(907), 1966","Piperonyl butoxide",NA
"5971","rat","LD50","oral","112 mg/kg","LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES; GASTROINTESTINAL: OTHER CHANGES","Naunyn-Schmiedeberg's Archiv fuer Experimentelle Pathologie und Pharmakologie., 219(119), 1953 [PMID:13099346]","Allyl isothiocyanate",NA
"5971","rat","LDLo","intraperitoneal","80 mg/kg","NULL","Arzneimittel-Forschung. Drug Research., 16(870), 1966 [PMID:4967663]","Allyl isothiocyanate",NA
"5971","rat","LD50","subcutaneous","92 mg/kg","BEHAVIORAL: COMA; SKIN AND APPENDAGES (SKIN): DERMATITIS, OTHER: AFTER SYSTEMIC EXPOSURE","Food and Cosmetics Toxicology., 18(159), 1980 [PMID:7390339]","Allyl isothiocyanate",NA
"5971","mouse","LD50","oral","308 mg/kg","NULL","Aerospace Medical Research Laboratory Report., TR-73-83(1973)","Allyl isothiocyanate",NA
"5971","mouse","LDLo","intraperitoneal","4 mg/kg","NULL","Toxicology and Applied Pharmacology., 23(288), 1972 [PMID:5074577]","Allyl isothiocyanate",NA
"5971","mouse","LD50","subcutaneous","80 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Arzneimittel-Forschung. Drug Research., 5(505), 1955 [PMID:13276267]","Allyl isothiocyanate",NA
"5971","rabbit","LD50","skin","88 mg/kg","NULL","Toxicology and Applied Pharmacology., 42(417), 1977 [PMID:595018]","Allyl isothiocyanate",NA
"5971","rabbit","LDLo","intravenous","12 mg/kg","BEHAVIORAL: MUSCLE CONTRACTION OR SPASTICITY); LUNGS, THORAX, OR RESPIRATION: OTHER CHANGES","Biochemical Journal., 4(107), 1909","Allyl isothiocyanate",NA
"61021","human","LDLo","oral","343 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; LUNGS, THORAX, OR RESPIRATION: DYSPNEA","Gekkan Yakuji.  Pharmaceuticals Monthly., 34(1464), 1992","Metaldehyde",NA
"61021","child","LDLo","oral","100 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD","Pflanzenschutz-und Schaedlingsbekaempfungsmittel: Abriss einer Toxikologie und Therapie von Vergiftungen, 2nd ed., Klimmer, O.R., Hattingen, Fed. Rep. Ger., Hundt-Verlag, 1971, -(158), 1971","Metaldehyde",NA
"61021","rat","LD50","oral","227 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","rat","LD50","skin","2275 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","mouse","LD50","oral","200 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","dog","LD50","oral","600 mg/kg","NULL","Guide to the Chemicals Used in Crop Protection., 6(331), 1973","Metaldehyde",NA
"61021","cat","LD50","oral","207 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","rabbit","LD50","oral","290 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","guinea pig","LD50","oral","175 mg/kg","NULL","Toxicometric Parameters of Industrial Toxic Chemicals Under Single Exposure, Izmerov, N.F., et al., Moscow, Centre of International Projects, GKNT, 1982, -(15), 1982","Metaldehyde",NA
"61021","mammal (species unspecified)","LD50","unreported","600 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(111), 1971","Metaldehyde",NA
"6129","man","TDLo","oral","500 mg/kg","PERIPHERAL NERVE AND SENSATION: SENSORY CHANGE INVOLVING PERIPHERAL NERVE; BEHAVIORAL: MUSCLE WEAKNESS","Neurology., 37(1229), 1987 [PMID:3037439]","Carbaryl",NA
"6129","rat","LD50","oral","230 mg/kg","NULL","Toxicology and Applied Pharmacology., 11(546), 1967 [PMID:5586363]","Carbaryl",NA
"6129","rat","LD50","intraperitoneal","64 mg/kg","NULL","Proceedings of the Society for Experimental Biology and Medicine., 114(509), 1963 [PMID:14101225]","Carbaryl",NA
"6129","rat","LD50","subcutaneous","1400 mg/kg","NULL","Toxicology of Drugs and Chemicals, Deichmann, W.B., New York, Academic Press, Inc., 1969, -(528), 1969","Carbaryl",NA
"6129","rat","LD50","intravenous","18 mg/kg","NULL","Journal of Agricultural and Food Chemistry., 9(30), 1961","Carbaryl",NA
"6129","rat","LD50","unreported","500 mg/kg","NULL","Chemistry of Pesticides, Melnikov, N.N., New York, Springer-Verlag New York, Inc., 1971, -(188), 1971","Carbaryl",NA
"6129","mouse","LD50","intraperitoneal","25 mg/kg","NULL","Toxicology and Applied Pharmacology., 6(402), 1964","Carbaryl",NA
"6129","mouse","LD50","subcutaneous","860 mg/kg","NULL","Arhiv za Higijenu Rada i Toksikologiju.  Archives of Industrial Hygiene and Toxicology., 29(251), 1978 [PMID:106806]","Carbaryl",NA
"6129","mouse","LD50","unreported","370 mg/kg","NULL","Gigiena i Sanitariya.  For English translation, see HYSAAV., 49(10)(23), 1984","Carbaryl",NA
"6129","dog","LD50","oral","759 mg/kg","NULL","VM/SAC, Veterinary Medicine and Small Animal Clinician., 74(1119), 1979 [PMID:260541]","Carbaryl",NA
"6129","cat","LD50","oral","150 mg/kg","BEHAVIORAL: CONVULSIONS OR EFFECT ON SEIZURE THRESHOLD; BEHAVIORAL: MUSCLE WEAKNESS; GASTROINTESTINAL: CHANGES IN STRUCTURE OR FUNCTION OF SALIVARY GLANDS","Gigiena i Sanitariya.  For English translation, see HYSAAV., 32(4)(29), 1967","Carbaryl",NA
